0,"This is ok but I'm not sure how it's levels 1-3. I got it because my son is taking Spanish and we took Spanish many years ago. I thought it would be a great way to strengthen his skills and rebuild ours together. But, this is mainly good for conversational phrases to be used while traveling."

0.5,"I've used TurboTax for years, always reliable. This year they put features back in that you had to buy the ""Premier"" version to get last year (I bought the ""Deluxe and used the Feds Schedule E) that year.

I often stop in the middle of preparing taxes to do something else.  This year TurboTax kept wanting to start at the beginning again, which shouldn't happen.

Their ""Print"" set up requires WAY too much paper, so I print each completed form page separately (two-sided). I print the signature page, we sign and date it, and I scan it, then print the front page on the back of the original signature page. The Feds get their original signature, the state returns we file get their copy with an original front page printed on a copy of the scanned signature page, and we kept one for our files."

0,"This is the first time I ever got a maps and streets program. Usually, I just go onto google maps and search it up. The installation process of this was easy. Although, for some reason, the first installation got corrupted and I had to re-install, which is not a big deal to me.

I am usually an expert when it comes to computer softwares and this took just a little bit of a learning curve. While it is pretty easy to figure out how to plan a route, it would have been nicer if the route options had its own button in the top bar.

I enjoyed the options, seeing how much fuel would be needed to get to a certain place. What I found though when searching for nearby places is that it was very difficult to find some restaurants, even though I know it is there. And searching for Six Flags was kind of an art as it had to be typed in a certain way for it to find the one that we were looking for. Another feature that it lacks is the text message feature. While I have found a way to text an address to my phone, there was really no option for me to text the full route to my phone, which was irritating. I also tried to look online and in the manual with no real help.

Overall, it's a decent software with still a lot of features I have no use for (GPS for example). I still do go onto google maps since it is easiest way to get directions from point A to B."

0,"I have to hand it to Microsoft for Office 2008's ease of installation. Usually, when I purchase any sort of Microsoft product, I'm stuck dealing with all sorts of ridiculous issues and errors before I even get to try it out. With Office 2008, everything installed without a hitch and I was able to start using it in no time. As far as functionality and features go, this one is hit or miss. I've had no issues with PowerPoint or Word, which are the programs I use the most. Excel, on the other hand, is mysteriously missing features that are integral to the overall usefulness of the program. This is baffling, and there really is no excuse for it. Thankfully in my case, Excel isn't a necessity, but if it's something you'll need to make use of, you might want to reconsider before purchasing Office 2008."

0.5,"I downloaded Windows 8 and upgraded from Windows 7 on my non-touch screen desktop computer. The first thing I liked is the desktop has very few changes and I can continue to use it just like was in Windows 7. That was quite comforting. I had created a disk image and recovery disk in case I wanted to go back to Windows 7. Within 10 minutes I knew I wouldn't go back.

The Start Screen offers fun full screen or split screen applications. It extends Windows into the world that has become familiar to me when I'm using my iPod Touch. I think Microsoft is doing exactly the right thing by blending the touch screen world of apps with the traditional wide spread Windows application environment. When I buy a convertible tablet/laptop I'll have the best of both worlds, a touch screen tablet, and the ability to run all of my applications like MS Excel, Quicken, TurboTax and others.

I don't have trouble with the learning curve, I think within 20 minutes I was able to do everything I wanted including finding things like the Control Panel.

My complaints so far are a couple of little things but they bother me...

First when I bring the computer out of sleep mode it doesn't come up in the login screen where I can just type my password. It comes up in a new screen showing a digital clock and some information like a mail message all on a user selectable background. I have to click Return to get to the password screen. This may seem little but I just don't know why it is important to have this other screen. At least they could allow me to disable it but I haven't found that option if it exists.

Second the new File Explorer has some nice features but they removed a feature that I used all the time and there is no decent way to get the same function back. When viewing photo thumbnails in the Windows 7 Explorer I was able to see the thumbnails, a large image of the photo, and at the bottom of the screen some details from the file such as the camera aperture setting. That details bar on the bottom is gone. You now have an option to view the large photo OR details but not both. This is a big disappointment to me.

The rest of the changes, and there are a lot, will just take some time to get used to but as I said just staying with the desktop is quite similar to the Windows 7 environment so it is easy to use.

Now that I have Windows 8 Pro for only $39.99 upgrade price I will be ready to buy a convertible tablet and have the same OS on both platforms. I hope someone comes out with an iPod Touch like device running Windows 8 so I can have the same OS on all three platforms."

0.5,Love the face that my documents integrate fully and seamlessly with One Drive so my important docs are available anywhere I am.

1,"I got this installed on my computer, and it was almost overwhelming how much data and information that is presented.  An attempt is made to segregate it, but if you watch any of the company's videos, you'll see there's an overwhelming amount of data.  It's all good mind, you and it's easy to get lost looking at pictures, seeing videos, watching trails.

It's a superb product, but I can easily see where some people might get overwhelmed.  Still, if you dive into it, you're gonna experience the Bible in a completely new way.  Not that this product is changing the word of God, but just presenting it in a new fashion.  In this day and age of multimedia everything, and online that, and Twitter this...  It's kind of inevitable that a multimedia bible like this would exist.

One issue though.  Installation takes awhile if you want to put everything on your hard drive.  There are three DVD's in the package, and the default installation just goes from Disc 1.  That's not too bad.  But if you want to do the ""full"" installation, it took me about an hour to install all the data from the other two DVD,s which is pretty slow for a disc based install.  I've installed multi disc programs before, and they haven't taken anywhere near that amount of time.  Once it was all installed, the C:\ProgramData\Glo directory on my Windows 7 machine had a total of 10.8Gb of data, and a whopping 351,892 files!  Wow."

-1,"What a pathetic O.S.!  I still have to use mine, because I have certain hardware and software that require me to use Vista on one of my 2 main PC's in the house.  I often get system crashes, hang-ups, slow-downs, error messages, etc.!  It is truly pathetic.  I really LIKE this O.S. for it's simplicity, BUT with all the problems i'm having, I can't accomplish much!  If a Microshaft executive is reading this, how about some Windows updates fixes and modifications that will make my Win Vista system work better!  We users need better support from you clowns!"

-1,"Vista should get no stars. We are all beta testers for Mad Doctor FrankenGates. I hope he burns inhell for all the trouble he has caused with this junk known as Vista. Microjunk is so worried about themselves and their profits, they have forgotten how to take care of their customers. Don't waste your money on any more micro-junk, buy a Mac like I did. You will not be disappointed.
Microsoft vista......What a joke!"

1,"Ideally, I would write a review for an anti-virus program after running rigorous tests to subject it to various malware to see how much it detects.  Perhaps you'll understand when I confess that I haven't done anything of the sort.  What I have done is use Kaspersky Anti-Virus for the past few years and have had no issues with viruses.  How much of that is due to the software and how much to my generally being careful about what I download, and from whom?  That's difficult to say, but I'll lay out what little I can actively see about the program.

As far as keeping me safe, Kaspersky does issue warnings to me if I start to go to a website that they have reason to believe is problematic.  I generally take the advice and steer clear of them and haven't had any regrets on that score.  The other major selling point is kind of the opposite side of that coin, namely Kaspersky doesn't pop up all the time with annoying messages that either ask me to do things or tell me that it's done something.  It simply loads in the background whenever I boot the system and quietly does its job.  I've had anti-virus software in the past that was a lot more intrusive so this has been a major plus.

In summary, I don't pretend to be an expert on determining which anti-virus software is the best.  But I use my PC for hours every day and have had zero problems since I started using Kaspersky.  The program is also very well behaved and neither tortures me with popups nor does it interfere with games or other programs as some security packages do.  To the extent I'm able to judge it, there is literally nothing I know of that I wish were different.  I'd recommend it to anyone looking for a good no-hassle anti-virus program."

1,"There are a lot more features in this software bundle than I realized at first.  My main interest was in the video software because I wanted to make some short movies and be able to save them to different formats such as Youtube or to be viewed on a TV with a DVD.  This software helps you to capture, edit and then share your movies from your video camcorder, mobile device, USB camera or other movies or clips you have on your computer. When you start it up you see a timeline where you can capture your video or move it from a file on your computer.  There you can edit things like titles, fonts, sound, themes and the order in which your movie clips play.  You can also do slideshows or a combination of still shots and movie clips.  It's easy to do a simple movie, dragging around the clips in the timeline and adding written info or voice-overs to the different clips.  When you're finished you can save it in a variety of different size files and formats or upload to Youtube or Vimeo.  (I've never tried Vimeo).

I found the program very user friendly although a little slow at times.  There is a learning curve if you want to get into more than just the basic things.  There is a manual that comes with it but in my experience, just spending the time playing around with it was the way to go.  It's easy to make a quick movie that you can export to your mobile phone or burn to a DVD or upload to an internet site. You can also take more time and do something really creative, but still with all the bells and whistles that make it pretty painless. For example you can modify the playback speed, multi trim your video, enhance the color, brightness or sound or even add overlay clips. The software came with a manual of 213 pages of good instruction including photos of the different screens. I was also impressed with the section, including pictures, of the equipment and cables you need to connect a camcorder or other device to your computer in order to import movies. It makes it easy for the beginning filmmaker to get started. I had already installed a firewire card on this computer but even if I hadn't installed one before, the instructions, along with photos would have made it easy to do.

Like all video programs that I've used, this is really a memory hog and I sometimes experienced slowness or stalls for a few minutes when I was trying to do something.  I don't think any video app in this price range is without it's quirks and this doesn't have any more or less than other such programs.  It suits my purposes for home movies or videos to share on the internet.

Both the video and photo applications come with user manuals.  I thought they were helpful in getting me started and then the rest was mostly intuitive.  I've used other video and photo editing software, so I'm not completely new to this type of program.  I think if you've never used this type of software before you have to plan on spending some time using it and trying the different features.  I tend to learn and remember things that I use often and then look up or experiment with new features that I haven't tried before.  There is a lot more here than most people would ever need.

The Photo Editing software is also included in the bundle. Overall I like using this program.  It has lots of great editing features that are typical in this type of program, plus a few that are unique.  Using Express Lab is a great way to make quick changes to photos without having to go through a lot of steps or a learning curve.  I especially like the ""suntan brush"" feature in the ""Makeover"" section.  It transforms your cursor into a nice little brush that is like using a self-tanning cream to make the people in your photo look like they spent the afternoon on the beach playing volleyball.  OK, so you now look like you were out in the sun all day, but the exercise part is missing and you still look a little pudgy?  Use the ""Thinify"" feature and you look like you sweated off a couple pounds while you were getting that suntan.  And you use the cursor to specify which people get the magic weight loss treatment so your big fat cousin stays just the way he is!  Well, the tool's not perfect because it makes your head thinner too, and then it looks kind of bizarre, but if you just want to do a little tweaking it's kind of a cool feature.

Another fun feature of in the ""Makeover"" section is the ""Toothbrush"" feature.  You haven't used those whitener strips on your teeth in some time and all the coffee and tea makes your teeth look a little dingy in that close-up photo?  Just click on the ""Toothbrush"" button and point your cursor at those pearly whites and they become, well, pearly white!  Yeah, you could do the same thing with a paintbrush in Photoshop or even in the main section of this program, but you'd have to be careful that you didn't whiten the spaces between your teeth or your lips since you don't want to look really strange.  This program knows not to do that and just whitens the teeth.  Eyes a little red?  The ""Eye drop"" feature takes care of that with a click on the mouse.

Want to make your photo look like like one from 1839?  Use the ""Time Machine"" feature under ""Photo Effects"" and you can change your photo from today to look as though it were created anywhere from 1839 to the 60's and choose the camera it was ""taken"" with to a box camera or other special effects.  Of course you always have the black and white or sepia options.  It has tons of other features, these are just a few.  I'm looking forward to using it to create some 12 x 12 inch digital scrapbook pages.

I love using this program for a quick fix on photos and also for it's ability to organize all of my pictures.  The things I don't like are that it's a memory hog and sometimes runs somewhat slow on my Pentium 2 Ghz computer running Windows XP with 2 GB of ram.  It's not terrible or anything, just a little slow to load and sometimes doesn't execute commands instantly.  I also find the program not to be very intuitive on some features, but that could be because I've been using Photoshop and Photoshop Elements in the past and am used to those programs.  I'd still recommend this program to anyone who likes touching up or doing creative things with photos.

This bundle also includes Corel Painter Essentials 4.  With this program you can take any photo and do all sorts of special effects such as making it look like an old oil painting, a charcoal drawing, a line drawing, chalk drawing and many many more.  I've spent hours playing with this and trying different combinations of brushes and tones.  Some results were very good and others were pretty so-so.  I would say that pictures of scenery seem to turn out better than close ups of people's faces.  It takes a while to render each photo on my computer but it's fun to watch.

All in all, this software has a lot of features for the money, more than I'll probably ever have reason to use.  But it's kept me busy for many hours, most of them enjoyable.  It's not perfect, but I think it's a good deal."

1,Satisfied by this product. 5/5

1,"This program is compatible with Windows 7 and 8. You also need access to the internet to activate it online, and for online services. This program works well for burning dvds and blu-rays, but I also appreciate it for the unique Live Screen Capture feature, which is helpful for creating tutorials especially. As a video editing software, it's high quality and supports 4k ultra HD output, as well as 3D features. It also includes seventeen tracks to choose from to add music, as well as a music and speech cleaner. The Pinnacle Studio Ultimate is also more advanced than the Studio and Studio Plus editions, precisely because of its support for blu-rays and 4k ultra HD--which is important for me. Overall, I found this program to be high-quality with a ton of options to choose from."

1,"Upgraded to 8.1, worked great, not sure why people dislike 8 so much, it has been very stable and my friends love that I have tablet games now.  The metro is better long-term than the start menu because there is no hunting required.  I also now get an extra hour of battery life out of my laptop."

0,"I generally use software like this for digital artwork. I've always gravitated to Photoshop because it was really the only software available when I started. Like many have stated, the price of the software is a bit ridiculous so I'm always on the lookout for cheaper software that I can use to get the same results.

Unfortunately, even though this is called PaintShop, it's really photo editing software through and through. I knew that when I got it, I'm not saying that Corel falsely represented their software. In terms of photo editing it's very nice. The price is unbeatable. The interface is well laid out and professional looking. It's easy to use for the novice and there are a lot of features for the professional.

I would definitely recommend this for the novice photographer just starting out. It's cheap so you're not breaking the bank on something you may not stick with, but it's robust so you won't have to keep spending money on progressively better software. It has the easy auto adjustment features, but then as you get more skilled, it has all the features available for you to white balance and correct contrast and add your own artistic flare.

Digital painters, stick with PS or Painter."

0,"I've owned Mac's since the original 128K Mac and Microsoft Products have always had integration issues in the Mac world.  This version of Office is no exception.  I work a lot on PC's at work, so I'm used to that environment.  In the Mac version of Office, menus are not where you think they might be.  Some of the most useful ones in Word and Excel are still part of the Mac menu bar, though there is another Excel or Work menu bar.  Many of the formatting controls are on a separate window and in headings you would not expect.  So, here's hoping (once again) that someday Microsoft creates a truly integrated Mac Office."

-0.5,"and so when they mailed me the free software for my Mac, I decided to use it again. We have rental properties and when I started to input the information, the software quickly recommended upgrading to premium. Ok, so I did. Now, I have to ditch this whole return and buy Turbo Tax as well since it's screwed up my rental figures by applying ""real estate professional"" to one property only. It's mysteriously disallowed my depreciation.

The questions the program asks are lockstep and don't give enough straight forward help (like the other reviewer it was recommended that I read some lengthy IRS pamphlet- that's a great help-- thanks a lot!!) and it is difficult to know where it goes wrong in the interview. I think this software was rushed onto the market without enough testing. However, I'm sure that if your return is fairly simple and not 35 pgs long like mine, it works OK."

0.5,"For simple interior design projects, AutoCAD Freestyle is ideal. It's much more limited than a full 3D rendering program, but what it does it does well. Want to plan out a new living room lay-out or kitchen remodel? It's very easy to use this program to create floor plans and design layouts. It's also very easy to save projects and then tweak them to meet your needs. I've enjoyed using the program and found it to be intuitive and easy to use if not incredibly robust when it comes to features. If you're used to AutoCAD, you may not like this new 'light' version. It's similar to making the transition from CS5 down to Lightroom 2.5--there is plenty of similarity, but you'll find yourself looking for tools or options that just aren't there. For someone new to designing floor plans and the life, AutoCAD Freestyle is perfect. It makes getting a usable design as quick and painless as possible.

Is it worth the price? Unless you really enjoy using graphing paper and a straight edge, yes it's worth it, especially if you plan to do more than one design. It's a valuable tool for the do-it-yourself type, weather you're re-doing a bathroom or your backyard. Being able to save to .PDF files or .BMP files makes transforming your designs into 'digital blue-prints' easy--I sent mine to a printer to be produced on 11X17"" paper and they turned out fantastic!"

1,"I have always liked Trend Micro's security software and this is no exception.  If you have used Housecall online, you know that Trend Micro has a very capable antivirus package.  This is very unobtrusive, and has a really low CUP draw.  I ran it on a 7 year old clean laptop running Windows XP, and there was no major difference when it was scanning in computer performance.  My only complaint, really, is the 3 PC per year limit.  That will keep me with Vipre and my lifetime home site license, but otherwise, I would consider a switch for Trend Micro Titanium."

0,"This seems ok for routine basic documents, but if there is any kind of serious money at stake I would still be more comfortable using a real live attorney."

1,As described. Worked great installed on mac for parallels

1,good for amazon music

0.5,"This is my 3rd. time using H&R Block's Deluxe + State.  I waited until Amazon ran a special price and purchased.  As always with Amazon, the download was quick and easy taking only a few minutes over a 5 Mbps DSL connection.  Info from my prior return was loaded without problem.  Entry of the current year's info was simple and provided answers to any changes in tax law that might apply to my return.  No issues in return preparation or submission.  Program audits alerted to me to any possible problems that I might need to address.  Returns were transmitted easily to the IRS and state.  H&R Block kept me informed as to the status of the return.  Although I filed later than usual, my state refund was received in less than 2 weeks.  My IRS return required a payment.  A nice option with the software allowed me to submit my return and then schedule payment to the IRS later.

Compared to Turbo Tax, there are no substantial differences for me in the preparation and submission of my returns.  Both make it very easy.  The BETTER VALUE is definitely H&R BLOCK as it was about 1/2 the price of Turbo Tax.  The BEST PLACE TO BUY IS AMAZON!!!!."

0,"I'm a bit confused as to all the comparisons of Pixelmator to the full version of Photoshop.  Just by looking at the price (hundreds and hundreds of dollars) you'll know the two programs aren't going to have the same features.  The real competition with Pixelmator is Photoshop Elements, a stripped down version of full Photoshop.

As soon as I started the Pixelmator program I knew it wasn't going to be of use to me.  It lacks correction tools and the photo tweaks it does offer I can get in Elements.  I researched multiple pro and non-pro reviews of this program to figure out what I'm missing.  Pixelmator does indeed do things that Elements doesn't or lacks.  It has more filters, according to one source, and handles layers better according to another.  Neither of these are things I need - or at least I don't want them as they're presented in this program.  If you need them and you already have image correction software then perhaps Pixelmator will be a good buy.  It's certainly cheap enough.  While I'm giving this 3 stars, I do want to stress that - this is a bargain if the program gives you what you're looking for.  Essentials is also cheap, but it is about double the price.

Each photographer is different, but here's what I find myself wanting and using:

1. Image correction (red eye, etc.): I use Elements as it's usually the easiest.  I don't really need nor am I interested in the full program.

2. Artistic manipulation:  Corel Painter Essentials.  When you really want to mess with a photo, change it completely, and you want to do it fast and cheap, I've found Corel to be the best choice.  (If you're not on a budget, there are better options.)  It's not very practical, however, as there is such a thing as overkill.

3. Filters with a TRUE photographer's perspective:  Hands down, Tiffen DFX.  Tiffen makes filters for cameras.  For anyone who was shooting photos before digital they'll know the brand and they'll know the approach.  No changing your photo into mosaic tiles or other total manipulation, this program applies filters just like you would out in the field by putting them on your lens.  I don't know why Photoshop hasn't taken this approach which seems more designed by computer geeks than real photographers.  DFX is both a standalone app and a plugin for Photoshop and some other photo editing programs.

It seems like Pixelmator's market is a very small niche.  I know I'm not in their market.  But you might be.  Definitely figure out what you want and need and then decide if it's for you."

0,"Corel VideoStudio Ultimate X8 is okay. I did not find it as user friendly as I would have liked. Still working on a short film, which is coming along very slowly. Used help many times. I wish someone would make these kind of programs easy for a non-pro. Unless you are a computer geek pro and understand the language, I'd stick with Windows Movie Maker, which comes free with most computers with Microsoft. For $80.00 via Amazon Prime shipping it's a bit pricey. Hopefully after playing around with it for the weeks to come, I'll understand it better."

0,This is a typical Quicken Deluxe software that tends to have many server crashes.  Since I have installed it (less then two months) their server has crashed twice. When I contatced their customer service I got someonme in India who barely understood and spoke English and really didn't have a clue what my problem was.  The last crash lasted for 4 days. Other than that it appears to be an okay software.

1,"I do the taxes for several members of my family.  I would never use any software other than Turbotax.  Here's why:

1.  It picks up all of your data from prior years returns, saving time and effort.
2.  It walks you through EVERY SINGLE thing (if you want) which every year seems to find me deductions or angle that I would never know on my own
3.  It makes it very easy to e-file
4.  It's great for keeping back-up PDFs of old tax returns- much better than having paper all over the place
5.  It keeps you up on the latest tax information, as new updates download automatically
6.  It easily handles tax returns for 1099 only ""consultants"" and if you own rentals

What's better this year is downloading the State is easy and doesn't require a credit card like it did in the past, which was a nuisance.

The ONLY way to do your taxes by yourself"

-1,"There is absolutely no reason to buy this product.  Stick with XP and wait and see how Windows 7 does when released this year.  Vista adds some eye candy that you can get for your xp system for free or a small fee.

It does add heaches, UAC (goggle that one and check the number of problems), terrific bloat, system slow down, driver issues, software issues,etc...

Also take a look at the people giving 4 and 5 stars and then listing a host of problems."

-0.5,"The good news: Smart Surfing was easy to install and easy to configure. It can run checks on your existing files to look for malicious code.

The bad news: Although the software initially seemed to work fairly transparently, after a system reboot it kept me from being able to access the Internet using either Safari or Firefox. And this on the least intrusive settings.

The in-between news: It was easy to use Smart Surfing to check for malicious code on my previously unprotected (for years) Mac, and I was glad that it found nothing bad lurking on my drives. On the other hand, that also suggests that whatever I've BEEN doing (ie, surfing with reasonable caution) combined with the natural safety of the Mac OS, is all the protection I needed. If Smart Surfing was less expensive (and didn't bring my browsers to a halt), I might like having it as a safety net. But at this price, it just didn't measure up.

In fairness, I'll say that some of the protective features are probably useful for people who are inexperienced on the web, or who share their computers with inexperienced people. Additionally, the ability to block entire catagories of websites (like adult sites) could be useful for families with kids using the computer."

1,"A quick note. I do not work for MS. I have over 800 reviews to my name here unlike some with just 1 review.

We should cover a few things about the editions before we review Vista. ""Starter"" is very basic and limited to 256MB of memory. Almost everything good about Vista is omitted. ""Home Basic"" does not have the Aero graphics flip windows special effects. ""Home Premium"" has limited networking interaction. ""Vista Business"" has the extended networking interaction. ""Vista Enterprise"" has UNIX and Virtual machine support. ""Ultimate"" has all the bells and whistles. Carefully choose what you want before you make this expensive purchase.

Installing Vista is very easy. This can be easily demonstrated by giving a child the DVD and a blank computer and saying ""install that"". Come back 5 minutes later and play with Vista. Checking with hardware vendors for patches and updates is a must. ""Windows Vista Upgrade Advisor"" will identify the changes needed. Many notebook manufacturers will recommend an updates pre-install patch before a Vista upgrade. A Vista upgrade will identify software on the system that might not be compatible. Depending on compatibility issues with an upgrade, a clean install is also optional and works on notebooks although driver installations must be done after. The install sequence is a matter of a few clicks and Vista is up and running. This might not be so simple if Vista is loaded on a virtualization platform like VMware which requires additional configurations of the BIOS and some other tweaks. We have come a long way since the days of Windows 3.1 insert disc #10. The first thing that strikes the user is the sheer speed at which Vista launches. This is most certainly Microsoft's fastest OS to date. As soon as Vista loads up, low and behold the ""gadgets"" display appears on the desktop with moving pictures, CPU meter, real-time news feeds, real-time weather, clock, notes, stock exchange, calendar and contacts. WOW, impressive stuff... but let's stop the press for a moment and tell it like it is... gadgets is just Apple OSX's ""widgets"" ripped-off (some might say that widgets existed before as separate plug-ins from Yahoo called ""Konfabulator"", but we are talking about this being inherently part of the OS, not plug-ins). It is an Apple invention that is in demand, much like the need for a desktop recycle bin  (which Apple didn't patent, doh!). Microsoft settles for just straight out burglary of Apple's innovation and hopes that the user just enjoys it. Truth-be-told, in modern times when everyone is downloading everyone else's stuff for free, Microsoft are even in on the game, and making money of it. However this is all about competition. Since the competition exists (and we may have some things to say about MS and monopoly) we should be thankful that other forces are driving MS to do what it may not have done without these pressures.  Who really cares if Vista is ultimately an Apple OSX rip? This is what Microsoft has always been about. At the same time Apple has openly accepted a Command Line Interface, MS right-click save as or open as and Intel chips. Balance things out. If you don't like Microsoft, then you know where to go. Third party software will probably sway you one way or another. However seeing OSx86 boot on VMware on top of Vista is something that makes you stop and think. Linux users simply front `customization' as the bonus to not going with Windows and in many ways they have a big point to make. Vista has the same lockdown Start Menu system. You just can't change it or put any folder anywhere you want. In a way this creates a standard (""Where does Johnny keep his documents on this system?"" ""Oh yeah, the documents folder!""), while at the same time professional users just want to custom the Start menu the way they like it, but can't. Microsoft hasn't really got a whole pile of originality going on here (although there are many gizmos included and bundled in the Ultimate pack) and for all intents and purposes Vista is OSX.

Vista is great. Its fast, fast, fast on a 3Ghz Pentium 4 or 1.66Ghz Core Duo. 1GB of ram will run it no problem. The first thing to do is to open a pile of windows, hold down the windows start key + tab, press tab repeatedly and watch as the screen turns into a flip 3D windows (the new Aero system). Also you can get a thumbnail preview of each running window on the task bar by rolling the mouse over it. That is very impressive. No longer are we pinned down to one desktop. Just scrolling through multiple Windows in 3D is a sight to behold and in the eyes of many will make the upgrade worth every penny. Vista also looks a whole world better than XP and is no longer plagued with a boring sterile look. Vista is art but then again the gadgets play an enormous role in this. Apart from that, Windows now has a beautiful fade in and fade out of the windows, some of which are transparent so you can see windows underneath. This is a whole new art dimension that Windows has never presented before and in many ways thankfully somebody decided to higher a graphic designer with all that money they make. Installing Office 2007 just brings it all to life, but that is another story.

99% of XP software will run on Vista. The only problem comes with software that creates virtual drives and devices. It seems Vista security (although Vista has been cracked already) is trying to prevent people from loading up an ISO on software like Daemon Tools. No doubt however someone out there will punch a hole through that one. 70Gigs worth of software running on XP here has installed no problem on Vista... and no BSOD (blue screens of death) or serious flaw seems apparent. While some software did not like the way it was installed, using Windows own manual driver installation just overcame those issues. For something so brand new it is hard to fault how stable this is.

XP users will complain that they have only just learned XP and see no reason why they need Vista. Right now nobody `needs' Vista. However Microsoft has indicated that some games (especially Xbox ports like Halo 2) and software will only be Vista compatible. If you like OSs and like what is cutting edge then don't hold back a moment longer and get it. If you need a system that is absolutely solid, then try out Vista and test on another system for a few weeks to see. You might be inclined to wait for Vista SP1 but to be honest I see no reason why most people can not use this, right out of box, right now. Like I said, I have ported my XP software over and Vista is just as stable... surprise!... well not really. Since Win2K, Microsoft got their stability issues sorted out and Apple seems just as exploitable these days and anybody who does the reading can see that it is. The very existence of OSx86 proves this. Vista gives you a little future boost too and that is probably the main reason to want it. This is going to be the future of Windows OSs for the next few years. The last time Windows released an OS was around the time of 911. It has been 6 years, the longest gap between Microsoft OSs in history, and it is worth the wait, especially imagining what Vista SP2 will deliver on. Many of us are still hoping for a lot of big things to change though. Why are we still using keyboards and why do we have to interface with our hardware this way? Bring on the multi-user touch-screen PC and give us a real show! Don't you think we all deserve it? We do.

The bottom line here is that this is stable future-tech. If that makes your eyes go bing then don't hold back a second more and just get this thing. You will be very pleased at experiencing the rush of a new OS once again."

1,Did my taxes got a refund didn't cost too much to do did state too and everything seems to be ok so far.

1,"I loved this product! It was simple and very easy to use, install and even update! I was looking for a good replacement for my Microsoft Word software which has gotten extremely expensive in the years past so I was happy to see a similiar product for a cheaper cost! I love it! Once again, Corel has hit it out of the park!"

0.5,"When it comes to AV (anti-virus) and 'internet' protection software, I'm not normally willing to try new things. I've used Kaspersky for a few years and been very happy. Prior to that, I'd used Norton and McAfee, but both seem to have gone the way of bloatware. So, when Vine offered me this product, I wasn't really interested at first. I realized a bit later that my subscription was about to expire and that the newest version of my tried-and-true was getting panned in the reviews. (An altogether familiar tune after Norton and McAfee.) So I took the plunge.

It is fast, it seems to use fewer resources than even K2009 - and I thought that was a fast, light program. I've not had problems with it at all, though I've seen from other reviewers that the company seems to go above and beyond when users do experience issues.

One of the things about AV software is that it should make you forget it's working. It shouldn't make its presence known unless something has gone very wrong. It should be unobtrusive. Because of that, the best thing you should be able to say about a product in this category is that it works.

Vipre WORKS.

Nuff said."

